t_ms,pwm,count
0,60,0
10,60,-1
20,60,-6
30,60,-12
40,60,-21
50,60,-30
60,60,-41
70,60,-54
80,60,-68
90,60,-81
100,60,-97
110,60,-114
120,60,-132
130,60,-149
140,60,-169
150,60,-189
160,60,-210
171,60,-232
180,60,-252
190,60,-275
200,60,-298
210,60,-322
220,60,-344
230,60,-369
240,60,-395
250,60,-421
260,60,-445
270,60,-471
280,60,-499
290,60,-527
300,60,-552
310,60,-581
320,60,-610
330,60,-639
340,60,-668
350,60,-695
360,60,-725
370,60,-755
380,60,-786
390,60,-814
400,60,-845
410,60,-876
420,60,-908
430,60,-936
440,60,-968
450,60,-1000
460,60,-1033
470,60,-1062
480,60,-1095
490,60,-1128
500,60,-1161
510,60,-1194
520,60,-1224
530,60,-1257
540,60,-1291
550,60,-1325
560,60,-1355
570,60,-1390
580,60,-1424
590,60,-1458
600,60,-1489
610,60,-1524
620,60,-1558
630,60,-1593
640,60,-1625
650,60,-1660
660,60,-1695
670,60,-1730
680,60,-1765
690,60,-1797
700,60,-1833
710,60,-1868
720,60,-1904
730,60,-1936
740,60,-1972
750,60,-2008
760,60,-2044
770,60,-2076
780,60,-2112
790,60,-2148
800,60,-2184
811,60,-2221
820,60,-2253
830,60,-2290
840,60,-2326
850,60,-2363
860,60,-2396
870,60,-2432
880,60,-2469
890,60,-2506
900,60,-2539
910,60,-2575
920,60,-2612
930,60,-2649
940,60,-2683
950,60,-2720
960,60,-2757
970,60,-2794
980,60,-2831
990,60,-2864
1000,60,-2901
1010,60,-2939
1020,60,-2976
1030,60,-3009
1040,60,-3047
1050,60,-3084
1060,60,-3121
1070,60,-3155
1080,60,-3192
1090,60,-3230
1100,60,-3267
1110,60,-3301
1120,60,-3339
1130,60,-3376
1140,60,-3414
1150,60,-3452
1160,60,-3485
1170,60,-3523
1180,60,-3561
1190,60,-3598
1200,60,-3632
1210,60,-3670
1220,60,-3708
1230,60,-3746
1240,60,-3780
1250,60,-3818
1260,60,-3855
1270,60,-3893
1280,60,-3928
1290,60,-3965
1300,60,-4003
1310,60,-4041
1320,60,-4079
1330,60,-4113
1340,60,-4151
1350,60,-4189
1360,60,-4227
1370,60,-4262
1380,60,-4300
1390,60,-4338
1400,60,-4376
1410,60,-4410
1420,60,-4448
1430,60,-4486
1440,60,-4524
1451,60,-4562
1460,60,-4597
1470,60,-4635
1480,60,-4673
1490,60,-4711
1500,60,-4746
1510,60,-4784
1520,60,-4822
1530,60,-4860
1540,60,-4895
1550,60,-4933
1560,60,-4971
1570,60,-5009
1580,60,-5044
1590,60,-5082
1600,60,-5120
1610,60,-5158
1620,60,-5197
1630,60,-5231
1640,60,-5269
1650,60,-5308
1660,60,-5346
1670,60,-5380
1680,60,-5419
1690,60,-5457
1700,60,-5495
1710,60,-5530
1720,60,-5568
1730,60,-5607
1740,60,-5645
1750,60,-5679
1760,60,-5718
1770,60,-5756
1780,60,-5794
1790,60,-5833
1800,60,-5867
1810,60,-5906
1820,60,-5944
1830,60,-5983
1840,60,-6017
1850,60,-6056
1860,60,-6094
1870,60,-6132
1880,60,-6167
1890,60,-6205
1900,60,-6244
1910,60,-6282
1920,60,-6317
1930,60,-6355
1940,60,-6394
1950,60,-6432
1960,60,-6471
1970,60,-6505
1980,60,-6544
1990,60,-6582
2000,0,-6621
2010,0,-6655
2020,0,-6693
2030,0,-6731
2040,0,-6767
2050,0,-6800
2060,0,-6837
2070,0,-6873
2080,0,-6908
2091,0,-6943
2100,0,-6974
2110,0,-7009
2120,0,-7042
2130,0,-7076
2140,0,-7106
2150,0,-7138
2160,0,-7171
2170,0,-7203
2180,0,-7231
2190,0,-7262
2200,0,-7293
2210,0,-7324
2220,0,-7351
2230,0,-7380
2240,0,-7410
2250,0,-7439
2260,0,-7467
2270,0,-7493
2280,0,-7521
2290,0,-7548
2300,0,-7575
2310,0,-7600
2320,0,-7626
2330,0,-7652
2340,0,-7678
2350,0,-7701
2360,0,-7726
2370,0,-7751
2380,0,-7775
2390,0,-7797
2400,0,-7821
2410,0,-7844
2420,0,-7867
2430,0,-7890
2440,0,-7910
2450,0,-7932
2460,0,-7954
2470,0,-7976
2480,0,-7995
2490,0,-8016
2500,0,-8036
2510,0,-8056
2520,0,-8074
2530,0,-8094
2540,0,-8113
2550,0,-8132
2560,0,-8149
2570,0,-8167
2580,0,-8185
2590,0,-8203
2600,0,-8221
2610,0,-8236
2620,0,-8253
2630,0,-8269
2640,0,-8286
2650,0,-8300
2660,0,-8316
2670,0,-8331
2680,0,-8346
2690,0,-8360
2700,0,-8374
2710,0,-8389
2720,0,-8402
2731,0,-8416
2740,0,-8428
2750,0,-8441
2760,0,-8454
2770,0,-8467
2780,0,-8478
2790,0,-8490
2800,0,-8502
2810,0,-8513
2820,0,-8523
2830,0,-8535
2840,0,-8545
2850,0,-8556
2860,0,-8565
2870,0,-8575
2880,0,-8585
2890,0,-8594
2900,0,-8603
2910,0,-8611
2920,0,-8620
2930,0,-8628
2940,0,-8637
2950,0,-8644
2960,0,-8651
2970,0,-8659
2980,0,-8666
2990,0,-8672
3000,0,-8679
3010,0,-8686
3020,0,-8692
3030,0,-8697
3040,0,-8703
3050,0,-8708
3060,0,-8714
3070,0,-8719
3080,0,-8723
3090,0,-8728
3100,0,-8732
3110,0,-8736
3120,0,-8740
3130,0,-8743
3140,0,-8747
3150,0,-8750
3160,0,-8753
3170,0,-8755
3180,0,-8758
3190,0,-8760
3200,0,-8762
3210,0,-8764
3220,0,-8765
3230,0,-8767
3240,0,-8768
3250,0,-8768
3260,0,-8768
3270,0,-8768
3280,0,-8768
3290,0,-8768
3300,0,-8768
3310,0,-8768
3320,0,-8768
3330,0,-8768
3340,0,-8768
3350,0,-8768
3360,0,-8768
3371,0,-8768
3380,0,-8768
3390,0,-8768
3400,0,-8768
3410,0,-8768
3420,0,-8768
3430,0,-8768
3440,0,-8768
3450,0,-8768
3460,0,-8768
3470,0,-8768
3480,0,-8768
3490,0,-8768
3500,0,-8768
3510,0,-8768
3520,0,-8768
3530,0,-8768
3540,0,-8768
3550,0,-8768
3560,0,-8768
3570,0,-8768
3580,0,-8768
3590,0,-8768
3600,0,-8768
3610,0,-8768
3620,0,-8768
3630,0,-8768
3640,0,-8768
3650,0,-8768
3660,0,-8768
3670,0,-8768
3680,0,-8768
3690,0,-8768
3700,0,-8768
3710,0,-8768
3720,0,-8768
3730,0,-8768
3740,0,-8768
3750,0,-8768
3760,0,-8768
3770,0,-8768
3780,0,-8768
3790,0,-8768
3800,0,-8768
3810,0,-8768
3820,0,-8768
3830,0,-8768
3840,0,-8768
3850,0,-8768
3860,0,-8768
3870,0,-8768
3880,0,-8768
3890,0,-8768
3900,0,-8768
3910,0,-8768
3920,0,-8768
3930,0,-8768
3940,0,-8768
3950,0,-8768
3960,0,-8768
3970,0,-8768
3980,0,-8768
3990,0,-8768
4000,60,-8768
4011,60,-8769
4020,60,-8773
4030,60,-8779
4040,60,-8788
4050,60,-8798
4060,60,-8808
4070,60,-8821
4080,60,-8834
4090,60,-8849
4100,60,-8864
4110,60,-8881
4120,60,-8899
4130,60,-8917
4140,60,-8935
4150,60,-8955
4160,60,-8976
4170,60,-8998
4180,60,-9020
4190,60,-9041
4200,60,-9064
4210,60,-9088
4220,60,-9113
4230,60,-9135
4240,60,-9161
4250,60,-9187
4260,60,-9213
4270,60,-9237
4280,60,-9265
4290,60,-9293
4300,60,-9321
4310,60,-9346
4320,60,-9375
4330,60,-9404
4340,60,-9434
4350,60,-9464
4360,60,-9491
4370,60,-9521
4380,60,-9552
4390,60,-9582
4400,60,-9610
4410,60,-9642
4420,60,-9673
4430,60,-9705
4440,60,-9734
4450,60,-9766
4460,60,-9798
4470,60,-9831
4480,60,-9860
4490,60,-9893
4500,60,-9926
4510,60,-9959
4520,60,-9993
4530,60,-10023
4540,60,-10057
4550,60,-10090
4560,60,-10124
4570,60,-10155
4580,60,-10189
4590,60,-10224
4600,60,-10258
4610,60,-10289
4620,60,-10324
4630,60,-10359
4640,60,-10394
4651,60,-10429
4660,60,-10461
4670,60,-10496
4680,60,-10532
4690,60,-10567
4700,60,-10599
4710,60,-10635
4720,60,-10670
4730,60,-10706
4740,60,-10738
4750,60,-10775
4760,60,-10811
4770,60,-10847
4780,60,-10879
4790,60,-10916
4800,60,-10952
4810,60,-10988
4820,60,-11025
4830,60,-11058
4840,60,-11094
4850,60,-11131
4860,60,-11168
4870,60,-11201
4880,60,-11238
4890,60,-11274
4900,60,-11311
4910,60,-11344
4920,60,-11382
4930,60,-11419
4940,60,-11456
4950,60,-11489
4960,60,-11526
4970,60,-11563
4980,60,-11601
4990,60,-11638
5000,60,-11672
5010,60,-11709
5020,60,-11746
5030,60,-11784
5040,60,-11817
5050,60,-11855
5060,60,-11892
5070,60,-11930
5080,60,-11964
5090,60,-12001
5100,60,-12039
5110,60,-12077
5120,60,-12110
5130,60,-12148
5140,60,-12186
5150,60,-12224
5160,60,-12261
5170,60,-12295
5180,60,-12333
5190,60,-12371
5200,60,-12409
5210,60,-12443
5220,60,-12481
5230,60,-12518
5240,60,-12556
5250,60,-12590
5260,60,-12628
5270,60,-12666
5280,60,-12704
5291,60,-12742
5300,60,-12776
5310,60,-12814
5320,60,-12852
5330,60,-12890
5340,60,-12925
5350,60,-12963
5360,60,-13001
5370,60,-13039
5380,60,-13073
5390,60,-13111
5400,60,-13149
5410,60,-13187
5420,60,-13222
5430,60,-13260
5440,60,-13298
5450,60,-13336
5460,60,-13375
5470,60,-13409
5480,60,-13447
5490,60,-13485
5500,60,-13523
5510,60,-13558
5520,60,-13596
5530,60,-13634
5540,60,-13672
5550,60,-13707
5560,60,-13745
5570,60,-13784
5580,60,-13822
5590,60,-13856
5600,60,-13895
5610,60,-13933
5620,60,-13971
5630,60,-14009
5640,60,-14044
5650,60,-14082
5660,60,-14120
5670,60,-14159
5680,60,-14193
5690,60,-14232
5700,60,-14270
5710,60,-14308
5720,60,-14343
5730,60,-14381
5740,60,-14420
5750,60,-14458
5760,60,-14493
5770,60,-14531
5780,60,-14569
5790,60,-14608
5800,60,-14646
5810,60,-14681
5820,60,-14719
5830,60,-14758
5840,60,-14796
5850,60,-14831
5860,60,-14869
5870,60,-14907
5880,60,-14946
5890,60,-14980
5900,60,-15019
5910,60,-15057
5920,60,-15096
5931,60,-15134
5940,60,-15169
5950,60,-15208
5960,60,-15246
5970,60,-15284
5980,60,-15319
5990,60,-15358
6000,0,-15396
6010,0,-15434
6020,0,-15468
6030,0,-15506
6040,0,-15543
6050,0,-15580
6060,0,-15612
6070,0,-15648
6080,0,-15684
6090,0,-15719
6100,0,-15754
6110,0,-15784
6120,0,-15818
6130,0,-15852
6140,0,-15885
6150,0,-15915
6160,0,-15947
6170,0,-15979
6180,0,-16011
6190,0,-16039
6200,0,-16070
6210,0,-16100
6220,0,-16131
6230,0,-16157
6240,0,-16187
6250,0,-16216
6260,0,-16245
6270,0,-16273
6280,0,-16298
6290,0,-16326
6300,0,-16353
6310,0,-16380
6320,0,-16404
6330,0,-16430
6340,0,-16456
6350,0,-16482
6360,0,-16504
6370,0,-16529
6380,0,-16554
6390,0,-16578
6400,0,-16599
6410,0,-16623
6420,0,-16646
6430,0,-16669
6440,0,-16691
6450,0,-16711
6460,0,-16733
6470,0,-16755
6480,0,-16776
6490,0,-16795
6500,0,-16815
6510,0,-16836
6520,0,-16856
6530,0,-16873
6540,0,-16893
6550,0,-16912
6560,0,-16931
6571,0,-16949
6580,0,-16965
6590,0,-16983
6600,0,-17001
6610,0,-17018
6620,0,-17033
6630,0,-17050
6640,0,-17066
6650,0,-17082
6660,0,-17096
6670,0,-17112
6680,0,-17127
6690,0,-17142
6700,0,-17155
6710,0,-17170
6720,0,-17184
6730,0,-17197
6740,0,-17211
6750,0,-17223
6760,0,-17236
6770,0,-17249
6780,0,-17261
6790,0,-17272
6800,0,-17284
6810,0,-17295
6820,0,-17307
6830,0,-17317
6840,0,-17328
6850,0,-17338
6860,0,-17348
6870,0,-17357
6880,0,-17367
6890,0,-17377
6900,0,-17386
6910,0,-17395
6920,0,-17403
6930,0,-17412
6940,0,-17420
6950,0,-17428
6960,0,-17435
6970,0,-17443
6980,0,-17450
6990,0,-17457
7000,0,-17463
7010,0,-17470
7020,0,-17476
7030,0,-17482
7040,0,-17487
7050,0,-17493
7060,0,-17499
7070,0,-17504
7080,0,-17509
7090,0,-17513
7100,0,-17517
7110,0,-17521
7120,0,-17525
7130,0,-17529
7140,0,-17532
7150,0,-17536
7160,0,-17539
7170,0,-17541
7180,0,-17544
7190,0,-17547
7200,0,-17549
7211,0,-17551
7220,0,-17552
7230,0,-17554
7240,0,-17555
7250,0,-17556
7260,0,-17556
7270,0,-17556
7280,0,-17556
7290,0,-17556
7300,0,-17555
7310,0,-17555
7320,0,-17555
7330,0,-17554
7340,0,-17554
7350,0,-17554
7360,0,-17554
7370,0,-17554
7380,0,-17554
7390,0,-17554
7400,0,-17554
7410,0,-17554
7420,0,-17554
7430,0,-17554
7440,0,-17554
7450,0,-17554
7460,0,-17554
7470,0,-17554
7480,0,-17554
7490,0,-17554
7500,0,-17554
7510,0,-17554
7520,0,-17554
7530,0,-17554
7540,0,-17554
7550,0,-17554
7560,0,-17554
7570,0,-17554
7580,0,-17554
7590,0,-17554
7600,0,-17554
7610,0,-17554
7620,0,-17554
7630,0,-17554
7640,0,-17554
7650,0,-17554
7660,0,-17554
7670,0,-17554
7680,0,-17554
7690,0,-17554
7700,0,-17554
7710,0,-17554
7720,0,-17554
7730,0,-17554
7740,0,-17554
7750,0,-17554
7760,0,-17554
7770,0,-17554
7780,0,-17554
7790,0,-17554
7800,0,-17554
7810,0,-17554
7820,0,-17554
7830,0,-17554
7840,0,-17554
7851,0,-17554
7860,0,-17554
7870,0,-17554
7880,0,-17554
7890,0,-17554
7900,0,-17554
7910,0,-17554
7920,0,-17554
7930,0,-17554
7940,0,-17554
7950,0,-17554
7960,0,-17554
7970,0,-17554
7980,0,-17554
7990,0,-17554
8000,60,-17554
8010,60,-17556
8020,60,-17560
8030,60,-17566
8040,60,-17574
8050,60,-17584
8060,60,-17595
8070,60,-17607
8080,60,-17620
8090,60,-17635
8100,60,-17651
8110,60,-17667
8120,60,-17684
8130,60,-17703
8140,60,-17722
8150,60,-17741
8160,60,-17761
8170,60,-17783
8180,60,-17805
8190,60,-17828
8200,60,-17849
8210,60,-17873
8220,60,-17897
8230,60,-17922
8240,60,-17945
8250,60,-17970
8260,60,-17997
8270,60,-18023
8280,60,-18048
8290,60,-18075
8300,60,-18103
8310,60,-18131
8320,60,-18157
8330,60,-18186
8340,60,-18215
8350,60,-18245
8360,60,-18275
8370,60,-18302
8380,60,-18332
8390,60,-18363
8400,60,-18393
8410,60,-18421
8420,60,-18452
8430,60,-18484
8440,60,-18516
8450,60,-18545
8460,60,-18577
8470,60,-18609
8480,60,-18642
8491,60,-18674
8500,60,-18704
8510,60,-18737
8520,60,-18770
8530,60,-18804
8540,60,-18834
8550,60,-18867
8560,60,-18901
8570,60,-18935
8580,60,-18966
8590,60,-19000
8600,60,-19034
8610,60,-19069
8620,60,-19100
8630,60,-19135
8640,60,-19169
8650,60,-19204
8660,60,-19239
8670,60,-19271
8680,60,-19306
8690,60,-19341
8700,60,-19377
8710,60,-19409
8720,60,-19444
8730,60,-19480
8740,60,-19516
8750,60,-19548
8760,60,-19584
8770,60,-19620
8780,60,-19656
8790,60,-19688
8800,60,-19724
8810,60,-19761
8820,60,-19797
8830,60,-19833
8840,60,-19866
8850,60,-19903
8860,60,-19939
8870,60,-19976
8880,60,-20009
8890,60,-20046
8900,60,-20082
8910,60,-20119
8920,60,-20153
8930,60,-20190
8940,60,-20226
8950,60,-20263
8960,60,-20297
8970,60,-20334
8980,60,-20371
8990,60,-20408
9000,60,-20446
9010,60,-20479
9020,60,-20516
9030,60,-20554
9040,60,-20591
9050,60,-20625
9060,60,-20662
9070,60,-20700
9080,60,-20737
9090,60,-20771
9100,60,-20809
9110,60,-20846
9120,60,-20884
9131,60,-20921
9140,60,-20955
9150,60,-20993
9160,60,-21031
9170,60,-21068
9180,60,-21102
9190,60,-21140
9200,60,-21178
9210,60,-21216
9220,60,-21250
9230,60,-21288
9240,60,-21326
9250,60,-21364
9260,60,-21398
9270,60,-21436
9280,60,-21474
9290,60,-21512
9300,60,-21550
9310,60,-21584
9320,60,-21622
9330,60,-21660
9340,60,-21698
9350,60,-21733
9360,60,-21771
9370,60,-21809
9380,60,-21847
9390,60,-21881
9400,60,-21919
9410,60,-21958
9420,60,-21996
9430,60,-22030
9440,60,-22068
9450,60,-22107
9460,60,-22145
9470,60,-22183
9480,60,-22218
9490,60,-22256
9500,60,-22294
9510,60,-22332
9520,60,-22367
9530,60,-22405
9540,60,-22443
9550,60,-22482
9560,60,-22516
9570,60,-22555
9580,60,-22593
9590,60,-22631
9600,60,-22666
9610,60,-22704
9620,60,-22743
9630,60,-22781
9640,60,-22819
9650,60,-22854
9660,60,-22892
9670,60,-22931
9680,60,-22969
9690,60,-23004
9700,60,-23042
9710,60,-23080
9720,60,-23119
9730,60,-23153
9740,60,-23192
9750,60,-23230
9760,60,-23269
9771,60,-23307
9780,60,-23342
9790,60,-23380
9800,60,-23419
9810,60,-23457
9820,60,-23492
9830,60,-23530
9840,60,-23569
9850,60,-23607
9860,60,-23642
9870,60,-23681
9880,60,-23719
9890,60,-23758
9900,60,-23792
9910,60,-23831
9920,60,-23869
9930,60,-23908
9940,60,-23946
9950,60,-23981
9960,60,-24019
9970,60,-24058
9980,60,-24096
9990,60,-24131
10000,0,-24170
10010,0,-24208
10020,0,-24246
10030,0,-24280
10040,0,-24317
10050,0,-24354
10060,0,-24390
10070,0,-24422
10080,0,-24458
10090,0,-24493
10100,0,-24528
10110,0,-24562
10120,0,-24593
10130,0,-24626
10140,0,-24660
10150,0,-24692
10160,0,-24722
10170,0,-24754
10180,0,-24785
10190,0,-24817
10200,0,-24845
10210,0,-24875
10220,0,-24905
10230,0,-24935
10240,0,-24962
10250,0,-24991
10260,0,-25020
10270,0,-25048
10280,0,-25076
10290,0,-25101
10300,0,-25128
10310,0,-25155
10320,0,-25182
10330,0,-25205
10340,0,-25231
10350,0,-25257
10360,0,-25282
10370,0,-25305
10380,0,-25329
10390,0,-25353
10400,0,-25377
10411,0,-25401
10420,0,-25422
10430,0,-25445
10440,0,-25467
10450,0,-25489
10460,0,-25509
